date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:00:33	85778/85778	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2002:05:54%20GMT	https://androthemes.com/themes/html/miranda/assets/img/instagram/05.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/instagram/05.jpg	(from https://androthemes.com/themes/html/miranda/index-2.html)
17:00:34	108446/108446	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2002:05:54%20GMT	https://androthemes.com/themes/html/miranda/assets/img/instagram/06.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/instagram/06.jpg	(from https://androthemes.com/themes/html/miranda/index-2.html)
17:00:34	3076/3076	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Jun%202020%2002:43:08%20GMT	https://androthemes.com/themes/html/miranda/assets/img/footer-logo.png	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/footer-logo.png	(from https://androthemes.com/themes/html/miranda/index-2.html)
17:00:36	319616/319616	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jun%202020%2002:55:22%20GMT	https://androthemes.com/themes/html/miranda/assets/img/banner/06.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/banner/06.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:37	58254/58254	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jun%202020%2005:46:24%20GMT	https://androthemes.com/themes/html/miranda/assets/img/feature/04.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/feature/04.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:37	55534/55534	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jun%202020%2005:46:26%20GMT	https://androthemes.com/themes/html/miranda/assets/img/feature/05.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/feature/05.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:39	334639/334639	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jun%202020%2001:40:54%20GMT	https://androthemes.com/themes/html/miranda/assets/img/bg/03.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/bg/03.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:39	96995/96995	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jun%202020%2005:41:42%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room-slider/06.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room-slider/06.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:40	102787/102787	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jun%202020%2005:41:44%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room-slider/08.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room-slider/08.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:41	67837/67837	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jun%202020%2005:41:42%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room-slider/07.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room-slider/07.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:42	264064/264064	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2022:00:28%20GMT	https://androthemes.com/themes/html/miranda/assets/img/text-block/03.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/text-block/03.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:42	24523/24523	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2020:11:30%20GMT	https://androthemes.com/themes/html/miranda/assets/img/menu/01.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/menu/01.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:43	16768/16768	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2020:11:30%20GMT	https://androthemes.com/themes/html/miranda/assets/img/menu/02.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/menu/02.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:44	15495/15495	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2020:11:30%20GMT	https://androthemes.com/themes/html/miranda/assets/img/menu/03.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/menu/03.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:45	17751/17751	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2020:11:32%20GMT	https://androthemes.com/themes/html/miranda/assets/img/menu/06.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/menu/06.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:46	22228/22228	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2020:11:32%20GMT	https://androthemes.com/themes/html/miranda/assets/img/menu/07.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/menu/07.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:47	24623/24623	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2020:11:32%20GMT	https://androthemes.com/themes/html/miranda/assets/img/menu/08.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/menu/08.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:48	16107/16107	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2020:11:30%20GMT	https://androthemes.com/themes/html/miranda/assets/img/menu/04.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/menu/04.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:48	18857/18857	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2020:11:32%20GMT	https://androthemes.com/themes/html/miranda/assets/img/menu/05.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/menu/05.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:49	23020/23020	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2020:11:32%20GMT	https://androthemes.com/themes/html/miranda/assets/img/menu/09.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/menu/09.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:50	21573/21573	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2020:11:32%20GMT	https://androthemes.com/themes/html/miranda/assets/img/menu/10.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/menu/10.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:51	138650/138650	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2020:49:58%20GMT	https://androthemes.com/themes/html/miranda/assets/img/menu/menu-gallery-1.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/menu/menu-gallery-1.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:52	150124/150124	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2020:49:58%20GMT	https://androthemes.com/themes/html/miranda/assets/img/menu/menu-gallery-2.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/menu/menu-gallery-2.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:53	162696/162696	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2020:49:58%20GMT	https://androthemes.com/themes/html/miranda/assets/img/menu/menu-gallery-3.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/menu/menu-gallery-3.jpg	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:54	16482/16482	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Jun%202020%2020:49:58%20GMT	https://androthemes.com/themes/html/miranda/assets/img/icon/05.png	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/icon/05.png	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:54	7818/7818	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Jun%202020%2021:11:24%20GMT	https://androthemes.com/themes/html/miranda/assets/img/icon/06.png	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/icon/06.png	(from https://androthemes.com/themes/html/miranda/index-3.html)
17:00:56	519591/519591	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jun%202020%2018:51:48%20GMT	https://androthemes.com/themes/html/miranda/assets/img/bg/04.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/bg/04.jpg	(from https://androthemes.com/themes/html/miranda/room-grid.html)
17:00:56	58455/58455	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2003:15:02%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/04.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/04.jpg	(from https://androthemes.com/themes/html/miranda/room-grid.html)
17:00:57	84030/84030	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2003:15:02%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/05.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/05.jpg	(from https://androthemes.com/themes/html/miranda/room-grid.html)
17:00:58	66805/66805	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2003:15:02%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/06.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/06.jpg	(from https://androthemes.com/themes/html/miranda/room-grid.html)
17:00:59	68772/68772	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2003:15:02%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/07.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/07.jpg	(from https://androthemes.com/themes/html/miranda/room-grid.html)
17:01:00	64601/64601	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2003:15:02%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/08.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/08.jpg	(from https://androthemes.com/themes/html/miranda/room-grid.html)
17:01:01	57426/57426	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2003:15:02%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/09.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/09.jpg	(from https://androthemes.com/themes/html/miranda/room-grid.html)
17:01:02	50397/50397	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2003:15:02%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/10.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/10.jpg	(from https://androthemes.com/themes/html/miranda/room-grid.html)
17:01:03	59544/59544	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2003:15:02%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/11.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/11.jpg	(from https://androthemes.com/themes/html/miranda/room-grid.html)
17:01:04	99845/99845	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2003:15:02%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/12.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/12.jpg	(from https://androthemes.com/themes/html/miranda/room-grid.html)
17:01:04	101598/101598	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2003:23:26%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/list-1.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/list-1.jpg	(from https://androthemes.com/themes/html/miranda/room-list.html)
17:01:05	127954/127954	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2003:23:26%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/list-2.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/list-2.jpg	(from https://androthemes.com/themes/html/miranda/room-list.html)
17:01:06	87716/87716	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2003:23:26%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/list-3.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/list-3.jpg	(from https://androthemes.com/themes/html/miranda/room-list.html)
17:01:07	77888/77888	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2003:23:26%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/list-4.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/list-4.jpg	(from https://androthemes.com/themes/html/miranda/room-list.html)
17:01:08	109767/109767	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2003:23:28%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/list-5.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/list-5.jpg	(from https://androthemes.com/themes/html/miranda/room-list.html)
17:01:09	118092/118092	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2003:23:28%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/list-6.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/list-6.jpg	(from https://androthemes.com/themes/html/miranda/room-list.html)
17:01:09	37140/37140	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Oct%202020%2016:59:38%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/details.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/details.jpg	(from https://androthemes.com/themes/html/miranda/room-details.html)
17:01:11	79273/79273	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Oct%202020%2016:59:06%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/details-2.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/details-2.jpg	(from https://androthemes.com/themes/html/miranda/room-details.html)
17:01:11	46112/46112	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Oct%202020%2016:59:20%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/details-3.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/details-3.jpg	(from https://androthemes.com/themes/html/miranda/room-details.html)
17:01:12	58545/58545	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Oct%202020%2016:59:04%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/details-4.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/details-4.jpg	(from https://androthemes.com/themes/html/miranda/room-details.html)
17:01:13	42291/42291	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Oct%202020%2016:59:30%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/details-5.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/details-5.jpg	(from https://androthemes.com/themes/html/miranda/room-details.html)
17:01:14	84529/84529	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Oct%202020%2016:59:12%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/details-6.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/details-6.jpg	(from https://androthemes.com/themes/html/miranda/room-details.html)
17:01:15	53226/53226	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Oct%202020%2016:59:34%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/details-7.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/details-7.jpg	(from https://androthemes.com/themes/html/miranda/room-details.html)
17:01:16	12960/12960	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Oct%202020%2017:00:52%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/sm/details.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/sm/details.jpg	(from https://androthemes.com/themes/html/miranda/room-details.html)
17:01:16	25887/25887	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Oct%202020%2017:00:34%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/sm/details-2-sm.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/sm/details-2-sm.jpg	(from https://androthemes.com/themes/html/miranda/room-details.html)
17:01:17	15801/15801	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Oct%202020%2017:00:42%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/sm/details-3-sm.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/sm/details-3-sm.jpg	(from https://androthemes.com/themes/html/miranda/room-details.html)
17:01:18	18914/18914	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Oct%202020%2017:00:28%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/sm/details-4-sm.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/sm/details-4-sm.jpg	(from https://androthemes.com/themes/html/miranda/room-details.html)
17:01:19	15559/15559	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Oct%202020%2017:00:46%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/sm/details-5-sm.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/sm/details-5-sm.jpg	(from https://androthemes.com/themes/html/miranda/room-details.html)
17:01:20	30161/30161	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Oct%202020%2017:00:38%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/sm/details-6-sm.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/sm/details-6-sm.jpg	(from https://androthemes.com/themes/html/miranda/room-details.html)
17:01:21	20331/20331	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Oct%202020%2017:00:50%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/sm/details-7-sm.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/sm/details-7-sm.jpg	(from https://androthemes.com/themes/html/miranda/room-details.html)
17:01:22	89390/89390	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2004:17:14%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/13.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/13.jpg	(from https://androthemes.com/themes/html/miranda/room-details.html)
17:01:23	91820/91820	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2004:17:14%20GMT	https://androthemes.com/themes/html/miranda/assets/img/room/14.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/room/14.jpg	(from https://androthemes.com/themes/html/miranda/room-details.html)
17:01:24	313631/313631	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Jun%202020%2005:15:46%20GMT	https://androthemes.com/themes/html/miranda/assets/img/blog/01.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/blog/01.jpg	(from https://androthemes.com/themes/html/miranda/news.html)
17:01:25	3686/3686	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jun%202020%2004:29:20%20GMT	https://androthemes.com/themes/html/miranda/assets/img/author-small.png	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/author-small.png	(from https://androthemes.com/themes/html/miranda/news.html)
17:01:27	328170/328170	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Jun%202020%2005:15:46%20GMT	https://androthemes.com/themes/html/miranda/assets/img/blog/02.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/blog/02.jpg	(from https://androthemes.com/themes/html/miranda/news.html)
17:01:28	369767/369767	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Jun%202020%2005:15:46%20GMT	https://androthemes.com/themes/html/miranda/assets/img/blog/03.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/blog/03.jpg	(from https://androthemes.com/themes/html/miranda/news.html)
17:01:29	24135/24135	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jun%202020%2005:06:28%20GMT	https://androthemes.com/themes/html/miranda/assets/img/blog/06.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/blog/06.jpg	(from https://androthemes.com/themes/html/miranda/news.html)
17:01:30	37605/37605	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jun%202020%2001:54:50%20GMT	https://androthemes.com/themes/html/miranda/assets/img/author.png	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/author.png	(from https://androthemes.com/themes/html/miranda/news.html)
17:01:31	15483/15483	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jun%202020%2002:04:16%20GMT	https://androthemes.com/themes/html/miranda/assets/img/recent-post-wid/04.png	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/recent-post-wid/04.png	(from https://androthemes.com/themes/html/miranda/news.html)
17:01:32	17183/17183	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jun%202020%2002:04:16%20GMT	https://androthemes.com/themes/html/miranda/assets/img/recent-post-wid/05.png	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/recent-post-wid/05.png	(from https://androthemes.com/themes/html/miranda/news.html)
17:01:33	13797/13797	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jun%202020%2002:04:16%20GMT	https://androthemes.com/themes/html/miranda/assets/img/recent-post-wid/06.png	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/recent-post-wid/06.png	(from https://androthemes.com/themes/html/miranda/news.html)
17:01:34	10594/10594	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jun%202020%2002:20:56%20GMT	https://androthemes.com/themes/html/miranda/assets/img/instagram-wid/01.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/instagram-wid/01.jpg	(from https://androthemes.com/themes/html/miranda/news.html)
17:01:35	9338/9338	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jun%202020%2002:20:56%20GMT	https://androthemes.com/themes/html/miranda/assets/img/instagram-wid/02.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/instagram-wid/02.jpg	(from https://androthemes.com/themes/html/miranda/news.html)
17:01:36	9437/9437	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jun%202020%2002:20:56%20GMT	https://androthemes.com/themes/html/miranda/assets/img/instagram-wid/03.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/instagram-wid/03.jpg	(from https://androthemes.com/themes/html/miranda/news.html)
17:01:36	7740/7740	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jun%202020%2002:20:56%20GMT	https://androthemes.com/themes/html/miranda/assets/img/instagram-wid/04.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/instagram-wid/04.jpg	(from https://androthemes.com/themes/html/miranda/news.html)
17:01:37	8642/8642	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jun%202020%2002:20:58%20GMT	https://androthemes.com/themes/html/miranda/assets/img/instagram-wid/05.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/instagram-wid/05.jpg	(from https://androthemes.com/themes/html/miranda/news.html)
17:01:38	8727/8727	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jun%202020%2002:20:58%20GMT	https://androthemes.com/themes/html/miranda/assets/img/instagram-wid/06.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/instagram-wid/06.jpg	(from https://androthemes.com/themes/html/miranda/news.html)
17:01:39	7974/7974	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jun%202020%2002:20:58%20GMT	https://androthemes.com/themes/html/miranda/assets/img/instagram-wid/07.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/instagram-wid/07.jpg	(from https://androthemes.com/themes/html/miranda/news.html)
17:01:40	10372/10372	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jun%202020%2002:20:58%20GMT	https://androthemes.com/themes/html/miranda/assets/img/instagram-wid/08.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/instagram-wid/08.jpg	(from https://androthemes.com/themes/html/miranda/news.html)
17:01:41	9961/9961	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jun%202020%2002:20:58%20GMT	https://androthemes.com/themes/html/miranda/assets/img/instagram-wid/09.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/instagram-wid/09.jpg	(from https://androthemes.com/themes/html/miranda/news.html)
17:01:42	186299/186299	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Jun%202020%2006:01:50%20GMT	https://androthemes.com/themes/html/miranda/assets/img/banner-widget.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/banner-widget.jpg	(from https://androthemes.com/themes/html/miranda/news.html)
17:01:44	204045/204045	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jun%202020%2014:41:04%20GMT	https://androthemes.com/themes/html/miranda/assets/img/blog-details/01.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/blog-details/01.jpg	(from https://androthemes.com/themes/html/miranda/news-details.html)
17:01:44	56211/56211	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jun%202020%2014:41:04%20GMT	https://androthemes.com/themes/html/miranda/assets/img/blog-details/02.jpg	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/blog-details/02.jpg	(from https://androthemes.com/themes/html/miranda/news-details.html)
17:01:45	1691/1691	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Jun%202020%2016:04:14%20GMT	https://androthemes.com/themes/html/miranda/assets/img/blog-details/icon.png	C:/Users/ADMIN/Desktop/ht/androthemes.com/themes/html/miranda/assets/img/blog-details/icon.png	(from https://androthemes.com/themes/html/miranda/news-details.html)
